DotProd,AVX=TRUE,DATA=F64,16384,2048,8,2800.00,1.46
DotProd,AVX=TRUE,DATA=F64,16384,2048,9,2800.00,1.46
DotProd,AVX=TRUE,DATA=F64,16384,2048,10,2800.00,1.46
EleMult,AVX=TRUE,DATA=F64,16384,2048,1,4500.00,0.91
EleMult,AVX=TRUE,DATA=F64,16384,2048,2,2800.00,1.46
EleMult,AVX=TRUE,DATA=F64,16384,2048,3,2700.00,1.52
EleMult,AVX=TRUE,DATA=F64,16384,2048,4,2700.00,1.52
EleMult,AVX=TRUE,DATA=F64,16384,2048,5,2600.00,1.58
EleMult,AVX=TRUE,DATA=F64,16384,2048,6,2700.00,1.52
EleMult,AVX=TRUE,DATA=F64,16384,2048,7,2700.00,1.52
EleMult,AVX=TRUE,DATA=F64,16384,2048,8,2700.00,1.52
EleMult,AVX=TRUE,DATA=F64,16384,2048,9,2600.00,1.58
EleMult,AVX=TRUE,DATA=F64,16384,2048,10,2600.00,1.58
SAXPY,AVX=TRUE,DATA=F64,262144,32768,1,29400.00,2.23
SAXPY,AVX=TRUE,DATA=F64,262144,32768,2,29300.00,2.24
SAXPY,AVX=TRUE,DATA=F64,262144,32768,3,45200.00,1.45
SAXPY,AVX=TRUE,DATA=F64,262144,32768,4,29200.00,2.24
SAXPY,AVX=TRUE,DATA=F64,262144,32768,5,29500.00,2.22
SAXPY,AVX=TRUE,DATA=F64,262144,32768,6,29400.00,2.23
SAXPY,AVX=TRUE,DATA=F64,262144,32768,7,29500.00,2.22
SAXPY,AVX=TRUE,DATA=F64,262144,32768,8,29800.00,2.20
SAXPY,AVX=TRUE,DATA=F64,262144,32768,9,48100.00,1.36
SAXPY,AVX=TRUE,DATA=F64,262144,32768,10,45500.00,1.44
DotProd,AVX=TRUE,DATA=F64,262144,32768,1,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,2,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,3,42000.00,1.56
DotProd,AVX=TRUE,DATA=F64,262144,32768,4,64600.00,1.01
